service_id,date,exception_type
501742,20260828,2
499009,20260828,2
504644,20260828,2
501740,20260828,2
501742,20260829,2
499010,20260829,2
504645,20260829,2
501741,20260829,2
507434,20270406,2
507434,20270101,2
507434,20270216,2
507434,20270311,2
507434,20270501,2
507434,20270624,2
507434,20270706,2
507434,20261101,2
507434,20261102,2
507434,20261224,2
507434,20261225,2
507434,20261226,2
507435,20270406,1
507435,20270101,1
507435,20270216,1
507435,20270311,1
507435,20270501,1
507435,20270624,1
507435,20270706,1
507435,20261101,1
507435,20261102,1
507435,20261224,1
507435,20261225,1
507435,20261226,1
505776,20270406,2
505776,20270101,2
505776,20270216,2
505776,20270311,2
505776,20270501,2
505776,20270624,2
505776,20270706,2
505776,20261101,2
505776,20261102,2
505776,20261224,2
505776,20261225,2
505776,20261226,2
505777,20270406,1
505777,20270101,1
505777,20270216,1
505777,20270311,1
505777,20270501,1
505777,20270624,1
505777,20270706,1
505777,20261101,1
505777,20261102,1
505777,20261224,1
505777,20261225,1
505777,20261226,1
501751,20270406,2
501751,20270101,2
501751,20270216,2
501751,20270311,2
501751,20270501,2
501751,20270624,2
501751,20270706,2
501751,20261101,2
501751,20261102,2
501751,20261224,2
501751,20261225,2
501751,20261226,2
501752,20270406,2
501752,20270101,2
501752,20270216,2
501752,20270311,2
501752,20270501,2
501752,20270624,2
501752,20270706,2
501752,20261101,2
501752,20261102,2
501752,20261224,2
501752,20261225,2
501752,20261226,2
498986,20270406,1
498986,20270101,1
498986,20270216,1
498986,20270311,1
498986,20270501,1
498986,20270624,1
498986,20270706,1
498986,20261101,1
498986,20261102,1
498986,20261224,1
498986,20261225,1
498986,20261226,1
499073,20270406,2
499073,20270101,2
499073,20270216,2
499073,20270311,2
499073,20270501,2
499073,20270624,2
499073,20270706,2
499073,20261101,2
499073,20261102,2
499073,20261224,2
499073,20261225,2
499073,20261226,2
499074,20270406,1
499074,20270101,1
499074,20270216,1
499074,20270311,1
499074,20270501,1
499074,20270624,1
499074,20270706,1
499074,20261101,1
499074,20261102,1
499074,20261224,1
499074,20261225,1
499074,20261226,1
499075,20270406,2
499075,20270101,2
499075,20270216,2
499075,20270311,2
499075,20270501,2
499075,20270624,2
499075,20270706,2
499075,20261101,2
499075,20261102,2
499075,20261224,2
499075,20261225,2
499075,20261226,2
498987,20270406,2
498987,20270101,2
498987,20270216,2
498987,20270311,2
498987,20270501,2
498987,20270624,2
498987,20270706,2
498987,20261101,2
498987,20261102,2
498987,20261224,2
498987,20261225,2
498987,20261226,2
498988,20270406,1
498988,20270101,1
498988,20270216,1
498988,20270311,1
498988,20270501,1
498988,20270624,1
498988,20270706,1
498988,20261101,1
498988,20261102,1
498988,20261224,1
498988,20261225,1
498988,20261226,1
499076,20270406,2
499076,20270101,2
499076,20270216,2
499076,20270311,2
499076,20270501,2
499076,20270624,2
499076,20270706,2
499076,20261101,2
499076,20261102,2
499076,20261224,2
499076,20261225,2
499076,20261226,2
499077,20270406,1
499077,20270101,1
499077,20270216,1
499077,20270311,1
499077,20270501,1
499077,20270624,1
499077,20270706,1
499077,20261101,1
499077,20261102,1
499077,20261224,1
499077,20261225,1
499077,20261226,1
504177,20270406,2
504177,20270101,2
504177,20270216,2
504177,20270311,2
504177,20270501,2
504177,20270624,2
504177,20270706,2
504177,20261101,2
504177,20261102,2
504177,20261224,2
504177,20261225,2
504177,20261226,2
504178,20270406,1
504178,20270101,1
504178,20270216,1
504178,20270311,1
504178,20270501,1
504178,20270624,1
504178,20270706,1
504178,20261101,1
504178,20261102,1
504178,20261224,1
504178,20261225,1
504178,20261226,1
498990,20270406,1
498990,20270101,1
498990,20270216,1
498990,20270311,1
498990,20270501,1
498990,20270624,1
498990,20270706,1
498990,20261101,1
498990,20261102,1
498990,20261224,1
498990,20261225,1
498990,20261226,1
507432,20270406,2
507432,20270101,2
507432,20270216,2
507432,20270311,2
507432,20270501,2
507432,20270624,2
507432,20270706,2
507432,20261101,2
507432,20261102,2
507432,20261224,2
507432,20261225,2
507432,20261226,2
507433,20270406,1
507433,20270101,1
507433,20270216,1
507433,20270311,1
507433,20270501,1
507433,20270624,1
507433,20270706,1
507433,20261101,1
507433,20261102,1
507433,20261224,1
507433,20261225,1
507433,20261226,1
498991,20270406,2
498991,20270101,2
498991,20270216,2
498991,20270311,2
498991,20270501,2
498991,20270624,2
498991,20270706,2
498991,20261101,2
498991,20261102,2
498991,20261224,2
498991,20261225,2
498991,20261226,2
498992,20270406,1
498992,20270101,1
498992,20270216,1
498992,20270311,1
498992,20270501,1
498992,20270624,1
498992,20270706,1
498992,20261101,1
498992,20261102,1
498992,20261224,1
498992,20261225,1
498992,20261226,1
500919,20270406,2
500919,20270101,2
500919,20270216,2
500919,20270311,2
500919,20270501,2
500919,20270624,2
500919,20270706,2
500919,20261101,2
500919,20261102,2
500919,20261224,2
500919,20261225,2
500919,20261226,2
500920,20270406,1
500920,20270101,1
500920,20270216,1
500920,20270311,1
500920,20270501,1
500920,20270624,1
500920,20270706,1
500920,20261101,1
500920,20261102,1
500920,20261224,1
500920,20261225,1
500920,20261226,1
499082,20270406,2
499082,20270101,2
499082,20270216,2
499082,20270311,2
499082,20270501,2
499082,20270624,2
499082,20270706,2
499082,20261101,2
499082,20261102,2
499082,20261224,2
499082,20261225,2
499082,20261226,2
499083,20270406,1
499083,20270101,1
499083,20270216,1
499083,20270311,1
499083,20270501,1
499083,20270624,1
499083,20270706,1
499083,20261101,1
499083,20261102,1
499083,20261224,1
499083,20261225,1
499083,20261226,1
507436,20270406,2
507436,20270101,2
507436,20270216,2
507436,20270311,2
507436,20270501,2
507436,20270624,2
507436,20270706,2
507436,20261101,2
507436,20261102,2
507436,20261224,2
507436,20261225,2
507436,20261226,2
507437,20270406,1
507437,20270101,1
507437,20270216,1
507437,20270311,1
507437,20270501,1
507437,20270624,1
507437,20270706,1
507437,20261101,1
507437,20261102,1
507437,20261224,1
507437,20261225,1
507437,20261226,1
498993,20270406,2
498993,20270101,2
498993,20270216,2
498993,20270311,2
498993,20270501,2
498993,20270624,2
498993,20270706,2
