service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,info
493159,1,1,1,1,1,1,1,20260501,20270801,""
465819,0,0,0,0,1,1,0,20250901,20270801,""
465824,0,0,0,0,1,1,0,20250901,20270801,""
496593,0,0,0,0,1,1,0,20260605,20270801,""
466527,0,0,0,0,1,1,0,20250901,20270801,""
496358,0,0,0,0,1,1,0,20260603,20270801,""
503709,0,0,0,0,1,1,0,20260731,20270801,""
496359,0,0,0,0,1,1,0,20260603,20270801,""
507295,0,0,0,0,1,1,0,20260828,20260829,""
501742,0,0,0,0,1,1,0,20260714,20270801,""
488816,1,1,1,1,0,0,1,20260323,20270801,""
477032,0,0,0,0,1,1,0,20251205,20270801,""
507434,1,1,1,1,1,0,0,20260901,20270801,""
507435,0,0,0,0,0,1,1,20260901,20270801,""
498794,1,1,1,1,1,0,0,20260620,20260831,""
498795,0,0,0,0,0,1,1,20260620,20260831,""
505776,1,1,1,1,1,0,0,20260817,20270801,""
505777,0,0,0,0,0,1,1,20260817,20270801,""
501751,1,1,1,1,1,0,0,20260714,20270801,""
501752,1,1,1,1,1,0,0,20260714,20270801,""
498986,0,0,0,0,0,1,1,20260620,20270801,""
499073,1,1,1,1,1,0,0,20260620,20270801,""
499074,0,0,0,0,0,1,0,20260620,20270801,""
499075,0,0,0,0,0,0,1,20260620,20270801,""
498987,1,1,1,1,1,0,0,20260620,20270801,""
498988,0,0,0,0,0,1,1,20260620,20270801,""
499076,1,1,1,1,1,0,0,20260620,20270801,""
499077,0,0,0,0,0,1,1,20260620,20270801,""
504177,1,1,1,1,1,0,0,20260803,20270801,""
504178,0,0,0,0,0,1,1,20260803,20270801,""
498990,0,0,0,0,0,1,1,20260620,20270801,""
507432,1,1,1,1,1,0,0,20260901,20270801,""
507433,0,0,0,0,0,1,1,20260901,20270801,""
498792,1,1,1,1,1,0,0,20260620,20260831,""
498793,0,0,0,0,0,1,1,20260620,20260831,""
498991,1,1,1,1,1,0,0,20260620,20270801,""
498992,0,0,0,0,0,1,1,20260620,20270801,""
500919,1,1,1,1,1,0,0,20260707,20270801,""
500920,0,0,0,0,0,1,1,20260707,20270801,""
499082,1,1,1,1,1,0,0,20260620,20270801,""
499083,0,0,0,0,0,1,1,20260620,20270801,""
500939,1,1,1,1,1,0,0,20260707,20260831,""
500940,0,0,0,0,0,1,1,20260707,20260831,""
507436,1,1,1,1,1,0,0,20260901,20270801,""
507437,0,0,0,0,0,1,1,20260901,20270801,""
498993,1,1,1,1,1,0,0,20260620,20270801,""
498994,0,0,0,0,0,1,1,20260620,20270801,""
498995,1,1,1,1,1,0,0,20260620,20270801,""
498996,0,0,0,0,0,1,1,20260620,20270801,""
505778,1,1,1,1,1,0,0,20260817,20270801,""
505779,0,0,0,0,0,1,1,20260817,20270801,""
507438,1,1,1,1,1,0,0,20260901,20270801,""
507439,0,0,0,0,0,1,1,20260901,20270801,""
502335,1,1,1,1,1,0,0,20260717,20260831,""
502336,0,0,0,0,0,1,1,20260717,20260831,""
501753,1,1,1,1,1,0,0,20260714,20270801,""
499000,0,0,0,0,0,1,1,20260620,20270801,""
501754,1,1,1,1,1,0,0,20260714,20270801,""
507441,0,0,0,0,0,1,1,20260901,20270801,""
504519,1,1,1,1,1,0,0,20260804,20260831,""
504520,0,0,0,0,0,1,1,20260804,20260831,""
507440,1,1,1,1,1,0,0,20260901,20270801,""
507442,1,1,1,1,1,0,0,20260901,20270801,""
507443,0,0,0,0,0,1,1,20260901,20270801,""
498802,1,1,1,1,1,0,0,20260620,20260831,""
498803,0,0,0,0,0,1,1,20260620,20260831,""
507444,1,1,1,1,1,0,0,20260901,20270801,""
507445,0,0,0,0,0,1,1,20260901,20270801,""
498804,1,1,1,1,1,0,0,20260620,20260831,""
498805,0,0,0,0,0,1,1,20260620,20260831,""
499002,0,0,0,0,0,1,1,20260620,20270801,""
499003,1,1,1,1,1,0,0,20260620,20270801,""
499004,0,0,0,0,0,1,1,20260620,20270801,""
499005,1,1,1,1,1,0,0,20260620,20270801,""
499006,0,0,0,0,0,1,1,20260620,20270801,""
499007,1,1,1,1,1,0,0,20260620,20270801,""
499008,0,0,0,0,0,1,1,20260620,20270801,""
507446,1,1,1,1,1,0,0,20260901,20270801,""
507447,0,0,0,0,0,1,1,20260901,20270801,""
498806,1,1,1,1,1,0,0,20260620,20260831,""
498807,0,0,0,0,0,1,1,20260620,20260831,""
507562,0,0,0,0,0,1,1,20260901,20270801,""
504157,1,1,1,1,1,0,0,20260803,20260831,""
504158,0,0,0,0,0,1,1,20260803,20260831,""
507561,1,1,1,1,1,0,0,20260901,20270801,"3 var."
