service_id,date,exception_type
503707,20270101,2
503707,20270216,2
503707,20270311,2
503707,20270501,2
503707,20270624,2
503707,20270706,2
503707,20261101,2
503707,20261102,2
503707,20261224,2
503707,20261225,2
503707,20261226,2
503708,20270406,1
503708,20270101,1
503708,20270216,1
503708,20270311,1
503708,20270501,1
503708,20270624,1
503708,20270706,1
503708,20261101,1
503708,20261102,1
503708,20261224,1
503708,20261225,1
503708,20261226,1
502223,20270406,2
502223,20270101,2
502223,20270216,2
502223,20270311,2
502223,20270501,2
502223,20270624,2
502223,20270706,2
502223,20261101,2
502223,20261102,2
502223,20261224,2
502223,20261225,2
502223,20261226,2
502224,20270406,1
502224,20270101,1
502224,20270216,1
502224,20270311,1
502224,20270501,1
502224,20270624,1
502224,20270706,1
502224,20261101,1
502224,20261102,1
502224,20261224,1
502224,20261225,1
502224,20261226,1
500089,20270406,2
500089,20270101,2
500089,20270216,2
500089,20270311,2
500089,20270501,2
500089,20270624,2
500089,20270706,2
500089,20261101,2
500089,20261102,2
500089,20261224,2
500089,20261225,2
500089,20261226,2
500090,20270406,1
500090,20270101,1
500090,20270216,1
500090,20270311,1
500090,20270501,1
500090,20270624,1
500090,20270706,1
500090,20261101,1
500090,20261102,1
500090,20261224,1
500090,20261225,1
500090,20261226,1
505780,20270406,2
505780,20270101,2
505780,20270216,2
505780,20270311,2
505780,20270501,2
505780,20270624,2
505780,20270706,2
505780,20261101,2
505780,20261102,2
505780,20261224,2
505780,20261225,2
505780,20261226,2
505781,20270406,1
505781,20270101,1
505781,20270216,1
505781,20270311,1
505781,20270501,1
505781,20270624,1
505781,20270706,1
505781,20261101,1
505781,20261102,1
505781,20261224,1
505781,20261225,1
505781,20261226,1
505782,20270406,2
505782,20270101,2
505782,20270216,2
505782,20270311,2
505782,20270501,2
505782,20270624,2
505782,20270706,2
505782,20261101,2
505782,20261102,2
505782,20261224,2
505782,20261225,2
505782,20261226,2
505783,20270406,1
505783,20270101,1
505783,20270216,1
505783,20270311,1
505783,20270501,1
505783,20270624,1
505783,20270706,1
505783,20261101,1
505783,20261102,1
505783,20261224,1
505783,20261225,1
505783,20261226,1
505784,20270406,2
505784,20270101,2
505784,20270216,2
505784,20270311,2
505784,20270501,2
505784,20270624,2
505784,20270706,2
505784,20261101,2
505784,20261102,2
505784,20261224,2
505784,20261225,2
505784,20261226,2
505785,20270406,1
505785,20270101,1
505785,20270216,1
505785,20270311,1
505785,20270501,1
505785,20270624,1
505785,20270706,1
505785,20261101,1
505785,20261102,1
505785,20261224,1
505785,20261225,1
505785,20261226,1
499027,20270406,2
499027,20270101,2
499027,20270216,2
499027,20270311,2
499027,20270501,2
499027,20270624,2
499027,20270706,2
499027,20261101,2
499027,20261102,2
499027,20261224,2
499027,20261225,2
499027,20261226,2
499028,20270406,1
499028,20270101,1
499028,20270216,1
499028,20270311,1
499028,20270501,1
499028,20270624,1
499028,20270706,1
499028,20261101,1
499028,20261102,1
499028,20261224,1
499028,20261225,1
499028,20261226,1
498813,20270406,1
498813,20270101,1
498813,20270216,1
498813,20270311,1
498813,20270501,1
498813,20270624,1
498813,20270706,1
498813,20261101,1
498813,20261102,1
498813,20261224,1
498813,20261225,1
498813,20261226,1
499029,20270406,2
499029,20270101,2
499029,20270216,2
499029,20270311,2
499029,20270501,2
499029,20270624,2
499029,20270706,2
499029,20261101,2
499029,20261102,2
499029,20261224,2
499029,20261225,2
499029,20261226,2
499030,20270406,1
499030,20270101,1
499030,20270216,1
499030,20270311,1
499030,20270501,1
499030,20270624,1
499030,20270706,1
499030,20261101,1
499030,20261102,1
499030,20261224,1
499030,20261225,1
499030,20261226,1
499031,20270406,2
499031,20270101,2
499031,20270216,2
499031,20270311,2
499031,20270501,2
499031,20270624,2
499031,20270706,2
499031,20261101,2
499031,20261102,2
499031,20261224,2
499031,20261225,2
499031,20261226,2
499032,20270406,1
499032,20270101,1
499032,20270216,1
499032,20270311,1
499032,20270501,1
499032,20270624,1
499032,20270706,1
499032,20261101,1
499032,20261102,1
499032,20261224,1
499032,20261225,1
499032,20261226,1
498814,20270406,2
498814,20270101,2
498814,20270216,2
498814,20270311,2
498814,20270501,2
498814,20270624,2
498814,20270706,2
498814,20261101,2
498814,20261102,2
498814,20261224,2
498814,20261225,2
498814,20261226,2
498815,20270406,1
498815,20270101,1
498815,20270216,1
498815,20270311,1
498815,20270501,1
498815,20270624,1
498815,20270706,1
498815,20261101,1
498815,20261102,1
498815,20261224,1
498815,20261225,1
498815,20261226,1
501757,20270406,2
501757,20270101,2
501757,20270216,2
501757,20270311,2
501757,20270501,2
501757,20270624,2
501757,20270706,2
501757,20261101,2
501757,20261102,2
501757,20261224,2
501757,20261225,2
501757,20261226,2
499034,20270406,1
499034,20270101,1
499034,20270216,1
499034,20270311,1
499034,20270501,1
499034,20270624,1
499034,20270706,1
499034,20261101,1
499034,20261102,1
499034,20261224,1
499034,20261225,1
499034,20261226,1
503711,20270406,1
503711,20270101,1
503711,20270216,1
503711,20270311,1
503711,20270501,1
503711,20270624,1
503711,20270706,1
503711,20261101,1
503711,20261102,1
503711,20261224,1
503711,20261225,1
503711,20261226,1
503710,20270406,2
503710,20270101,2
503710,20270216,2
503710,20270311,2
503710,20270501,2
503710,20270624,2
503710,20270706,2
503710,20261101,2
503710,20261102,2
503710,20261224,2
503710,20261225,2
503710,20261226,2
500921,20270406,2
500921,20270101,2
500921,20270216,2
500921,20270311,2
500921,20270501,2
500921,20270624,2
500921,20270706,2
500921,20261101,2
500921,20261102,2
500921,20261224,2
500921,20261225,2
500921,20261226,2
500922,20270406,1
500922,20270101,1
500922,20270216,1
500922,20270311,1
500922,20270501,1
500922,20270624,1
500922,20270706,1
500922,20261101,1
500922,20261102,1
500922,20261224,1
500922,20261225,1
500922,20261226,1
500923,20270406,2
500923,20270101,2
500923,20270216,2
500923,20270311,2
500923,20270501,2
500923,20270624,2
500923,20270706,2
500923,20261101,2
500923,20261102,2
500923,20261224,2
500923,20261225,2
500923,20261226,2
500924,20270406,1
500924,20270101,1
500924,20270216,1
500924,20270311,1
500924,20270501,1
500924,20270624,1
500924,20270706,1
500924,20261101,1
500924,20261102,1
500924,20261224,1
500924,20261225,1
500924,20261226,1
505786,20270406,2
505786,20270101,2
505786,20270216,2
505786,20270311,2
505786,20270501,2
505786,20270624,2
505786,20270706,2
505786,20261101,2
505786,20261102,2
505786,20261224,2
505786,20261225,2
505786,20261226,2
505787,20270406,1
505787,20270101,1
505787,20270216,1
505787,20270311,1
505787,20270501,1
505787,20270624,1
505787,20270706,1
505787,20261101,1
505787,20261102,1
505787,20261224,1
505787,20261225,1
505787,20261226,1
505788,20270406,2
505788,20270101,2
505788,20270216,2
505788,20270311,2
505788,20270501,2
505788,20270624,2
505788,20270706,2
505788,20261101,2
505788,20261102,2
505788,20261224,2
505788,20261225,2
505788,20261226,2
505789,20270406,1
505789,20270101,1
505789,20270216,1
505789,20270311,1
505789,20270501,1
505789,20270624,1
505789,20270706,1
505789,20261101,1
505789,20261102,1
505789,20261224,1
505789,20261225,1
505789,20261226,1
498762,20270406,2
498762,20270101,2
498762,20270216,2
498762,20270311,2
498762,20270501,2
498762,20270624,2
498762,20270706,2
498762,20261101,2
498762,20261102,2
498762,20261224,2
498762,20261225,2
498762,20261226,2
498763,20270406,1
498763,20270101,1
498763,20270216,1
498763,20270311,1
498763,20270501,1
498763,20270624,1
498763,20270706,1
498763,20261101,1
498763,20261102,1
498763,20261224,1
498763,20261225,1
498763,20261226,1
499043,20270406,2
499043,20270101,2
499043,20270216,2
499043,20270311,2
499043,20270501,2
499043,20270624,2
499043,20270706,2
499043,20261101,2
499043,20261102,2
499043,20261224,2
499043,20261225,2
499043,20261226,2
499044,20270406,1
499044,20270101,1
499044,20270216,1
499044,20270311,1
499044,20270501,1
499044,20270624,1
499044,20270706,1
499044,20261101,1
499044,20261102,1
499044,20261224,1
499044,20261225,1
499044,20261226,1
498843,20270406,2
498843,20270101,2
498843,20270216,2
498843,20270311,2
498843,20270501,2
498843,20270624,2
498843,20270706,2
498843,20261101,2
498843,20261102,2
498843,20261224,2
498843,20261225,2
498843,20261226,2
498844,20270406,1
498844,20270101,1
498844,20270216,1
498844,20270311,1
498844,20270501,1
498844,20270624,1
498844,20270706,1
498844,20261101,1
498844,20261102,1
498844,20261224,1
498844,20261225,1
498844,20261226,1
504041,20270406,2
504041,20270101,2
504041,20270216,2
504041,20270311,2
504041,20270501,2
504041,20270624,2
504041,20270706,2
504041,20261101,2
504041,20261102,2
504041,20261224,2
504041,20261225,2
504041,20261226,2
504042,20270406,1
504042,20270101,1
504042,20270216,1
504042,20270311,1
504042,20270501,1
504042,20270624,1
504042,20270706,1
504042,20261101,1
504042,20261102,1
504042,20261224,1
504042,20261225,1
504042,20261226,1
504644,20270406,2
504644,20270101,2
504644,20270216,2
504644,20270311,2
504644,20270501,2
504644,20270624,2
504644,20270706,2
504644,20261101,2
504644,20261102,2
504644,20261224,2
504644,20261225,2
504644,20261226,2
504645,20270406,1
504645,20270101,1
504645,20270216,1
504645,20270311,1
504645,20270501,1
504645,20270624,1
504645,20270706,1
504645,20261101,1
504645,20261102,1
504645,20261224,1
504645,20261225,1
504645,20261226,1
498822,20270406,2
498822,20270101,2
498822,20270216,2
498822,20270311,2
498822,20270501,2
498822,20270624,2
498822,20270706,2
498822,20261101,2
498822,20261102,2
498822,20261224,2
498822,20261225,2
498822,20261226,2
498823,20270406,1
498823,20270101,1
498823,20270216,1
498823,20270311,1
498823,20270501,1
498823,20270624,1
498823,20270706,1
498823,20261101,1
498823,20261102,1
498823,20261224,1
498823,20261225,1
498823,20261226,1
506244,20270406,1
506244,20270101,1
506244,20270216,1
506244,20270311,1
506244,20270501,1
506244,20270624,1
506244,20270706,1
506244,20261101,1
506244,20261102,1
506244,20261224,1
506244,20261225,1
506244,20261226,1
506245,20270406,2
506245,20270101,2
506245,20270216,2
506245,20270311,2
506245,20270501,2
506245,20270624,2
506245,20270706,2
506245,20261101,2
506245,20261102,2
506245,20261224,2
506245,20261225,2
506245,20261226,2
506246,20270406,2
506246,20270101,2
506246,20270216,2
506246,20270311,2
506246,20270501,2
506246,20270624,2
506246,20270706,2
506246,20261101,2
506246,20261102,2
506246,20261224,2
506246,20261225,2
506246,20261226,2
502226,20270406,2
502226,20270101,2
502226,20270216,2
502226,20270311,2
502226,20270501,2
502226,20270624,2
502226,20270706,2
502226,20261101,2
502226,20261102,2
502226,20261224,2
502226,20261225,2
502226,20261226,2
498846,20270406,1
498846,20270101,1
498846,20270216,1
498846,20270311,1
498846,20270501,1
498846,20270624,1
498846,20270706,1
498846,20261101,1
498846,20261102,1
498846,20261224,1
498846,20261225,1
498846,20261226,1
498824,20270406,2
498824,20270101,2
498824,20270216,2
498824,20270311,2
498824,20270501,2
498824,20270624,2
498824,20270706,2
498824,20261101,2
498824,20261102,2
498824,20261224,2
498824,20261225,2
498824,20261226,2
498825,20270406,1
498825,20270101,1
498825,20270216,1
498825,20270311,1
498825,20270501,1
498825,20270624,1
498825,20270706,1
498825,20261101,1
498825,20261102,1
498825,20261224,1
498825,20261225,1
498825,20261226,1
498826,20270406,2
498826,20270101,2
498826,20270216,2
498826,20270311,2
498826,20270501,2
498826,20270624,2
498826,20270706,2
498826,20261101,2
498826,20261102,2
498826,20261224,2
498826,20261225,2
498826,20261226,2
498827,20270406,1
498827,20270101,1
498827,20270216,1
498827,20270311,1
498827,20270501,1
498827,20270624,1
498827,20270706,1
498827,20261101,1
498827,20261102,1
498827,20261224,1
498827,20261225,1
498827,20261226,1
499760,20270406,2
499760,20270101,2
499760,20270216,2
499760,20270311,2
499760,20270501,2
499760,20270624,2
499760,20270706,2
499760,20261101,2
499760,20261102,2
499760,20261224,2
499760,20261225,2
499760,20261226,2
499761,20270406,1
499761,20270101,1
499761,20270216,1
499761,20270311,1
499761,20270501,1
499761,20270624,1
499761,20270706,1
499761,20261101,1
499761,20261102,1
499761,20261224,1
499761,20261225,1
499761,20261226,1
498828,20270406,2
498828,20270101,2
498828,20270216,2
498828,20270311,2
498828,20270501,2
498828,20270624,2
498828,20270706,2
498828,20261101,2
498828,20261102,2
498828,20261224,2
498828,20261225,2
498828,20261226,2
505793,20270406,2
505793,20270101,2
505793,20270216,2
505793,20270311,2
505793,20270501,2
505793,20270624,2
505793,20270706,2
505793,20261101,2
505793,20261102,2
505793,20261224,2
505793,20261225,2
505793,20261226,2
505794,20270406,1
505794,20270101,1
505794,20270216,1
505794,20270311,1
505794,20270501,1
505794,20270624,1
505794,20270706,1
505794,20261101,1
505794,20261102,1
505794,20261224,1
505794,20261225,1
505794,20261226,1
499053,20270406,2
499053,20270101,2
499053,20270216,2
499053,20270311,2
499053,20270501,2
499053,20270624,2
499053,20270706,2
499053,20261101,2
499053,20261102,2
499053,20261224,2
499053,20261225,2
499053,20261226,2
499054,20270406,1
499054,20270101,1
499054,20270216,1
499054,20270311,1
499054,20270501,1
499054,20270624,1
499054,20270706,1
499054,20261101,1
499054,20261102,1
499054,20261224,1
499054,20261225,1
499054,20261226,1
498847,20270406,2
498847,20270101,2
498847,20270216,2
498847,20270311,2
498847,20270501,2
498847,20270624,2
498847,20270706,2
498847,20261101,2
498847,20261102,2
498847,20261224,2
498847,20261225,2
498847,20261226,2
498848,20270406,1
498848,20270101,1
498848,20270216,1
498848,20270311,1
498848,20270501,1
498848,20270624,1
498848,20270706,1
498848,20261101,1
498848,20261102,1
498848,20261224,1
498848,20261225,1
498848,20261226,1
499055,20270406,2
499055,20270101,2
499055,20270216,2
499055,20270311,2
499055,20270501,2
499055,20270624,2
499055,20270706,2
499055,20261101,2
499055,20261102,2
499055,20261224,2
499055,20261225,2
499055,20261226,2
499056,20270406,1
499056,20270101,1
499056,20270216,1
499056,20270311,1
499056,20270501,1
499056,20270624,1
499056,20270706,1
499056,20261101,1
499056,20261102,1
499056,20261224,1
499056,20261225,1
499056,20261226,1
504754,20270406,2
504754,20270101,2
504754,20270216,2
504754,20270311,2
504754,20270501,2
504754,20270624,2
504754,20270706,2
504754,20261101,2
504754,20261102,2
504754,20261224,2
504754,20261225,2
504754,20261226,2
504755,20270406,1
504755,20270101,1
504755,20270216,1
504755,20270311,1
504755,20270501,1
504755,20270624,1
504755,20270706,1
504755,20261101,1
504755,20261102,1
504755,20261224,1
504755,20261225,1
504755,20261226,1
504756,20270406,2
504756,20270101,2
504756,20270216,2
504756,20270311,2
504756,20270501,2
504756,20270624,2
504756,20270706,2
504756,20261101,2
504756,20261102,2
504756,20261224,2
504756,20261225,2
504756,20261226,2
499057,20270406,2
499057,20270101,2
499057,20270216,2
499057,20270311,2
499057,20270501,2
499057,20270624,2
499057,20270706,2
499057,20261101,2
499057,20261102,2
499057,20261224,2
499057,20261225,2
499057,20261226,2
499058,20270406,1
499058,20270101,1
499058,20270216,1
499058,20270311,1
499058,20270501,1
499058,20270624,1
499058,20270706,1
499058,20261101,1
499058,20261102,1
499058,20261224,1
499058,20261225,1
499058,20261226,1
498852,20270406,2
498852,20270101,2
498852,20270216,2
498852,20270311,2
498852,20270501,2
498852,20270624,2
498852,20270706,2
498852,20261101,2
498852,20261102,2
498852,20261224,2
498852,20261225,2
498852,20261226,2
498853,20270406,1
498853,20270101,1
498853,20270216,1
498853,20270311,1
498853,20270501,1
498853,20270624,1
498853,20270706,1
498853,20261101,1
498853,20261102,1
498853,20261224,1
498853,20261225,1
498853,20261226,1
499059,20270406,2
499059,20270101,2
499059,20270216,2
499059,20270311,2
499059,20270501,2
499059,20270624,2
499059,20270706,2
499059,20261101,2
499059,20261102,2
499059,20261224,2
499059,20261225,2
499059,20261226,2
499060,20270406,1
499060,20270101,1
499060,20270216,1
499060,20270311,1
499060,20270501,1
499060,20270624,1
499060,20270706,1
499060,20261101,1
499060,20261102,1
499060,20261224,1
499060,20261225,1
499060,20261226,1
499061,20270406,2
499061,20270101,2
499061,20270216,2
499061,20270311,2
499061,20270501,2
499061,20270624,2
499061,20270706,2
499061,20261101,2
499061,20261102,2
499061,20261224,2
499061,20261225,2
499061,20261226,2
499062,20270406,1
499062,20270101,1
499062,20270216,1
499062,20270311,1
499062,20270501,1
499062,20270624,1
499062,20270706,1
499062,20261101,1
499062,20261102,1
499062,20261224,1
499062,20261225,1
499062,20261226,1
499063,20270406,2
499063,20270101,2
499063,20270216,2
499063,20270311,2
499063,20270501,2
499063,20270624,2
499063,20270706,2
499063,20261101,2
499063,20261102,2
499063,20261224,2
499063,20261225,2
499063,20261226,2
499064,20270406,1
499064,20270101,1
499064,20270216,1
499064,20270311,1
499064,20270501,1
499064,20270624,1
499064,20270706,1
499064,20261101,1
499064,20261102,1
499064,20261224,1
499064,20261225,1
499064,20261226,1
505796,20270406,2
505796,20270101,2
505796,20270216,2
505796,20270311,2
505796,20270501,2
505796,20270624,2
505796,20270706,2
505796,20261101,2
505796,20261102,2
505796,20261224,2
505796,20261225,2
505796,20261226,2
505797,20270406,1
505797,20270101,1
505797,20270216,1
505797,20270311,1
505797,20270501,1
505797,20270624,1
505797,20270706,1
505797,20261101,1
505797,20261102,1
505797,20261224,1
505797,20261225,1
505797,20261226,1
498829,20270406,2
498829,20270101,2
498829,20270216,2
498829,20270311,2
498829,20270501,2
498829,20270624,2
498829,20270706,2
498829,20261101,2
498829,20261102,2
498829,20261224,2
498829,20261225,2
498829,20261226,2
498830,20270406,1
498830,20270101,1
498830,20270216,1
498830,20270311,1
498830,20270501,1
498830,20270624,1
498830,20270706,1
498830,20261101,1
498830,20261102,1
498830,20261224,1
498830,20261225,1
498830,20261226,1
499068,20270406,1
499068,20270101,1
499068,20270216,1
499068,20270311,1
499068,20270501,1
499068,20270624,1
499068,20270706,1
499068,20261101,1
499068,20261102,1
499068,20261224,1
499068,20261225,1
499068,20261226,1
498831,20270406,2
498831,20270101,2
498831,20270216,2
498831,20270311,2
498831,20270501,2
498831,20270624,2
498831,20270706,2
498831,20261101,2
498831,20261102,2
498831,20261224,2
498831,20261225,2
498831,20261226,2
498832,20270406,1
498832,20270101,1
498832,20270216,1
498832,20270311,1
498832,20270501,1
498832,20270624,1
498832,20270706,1
498832,20261101,1
498832,20261102,1
498832,20261224,1
498832,20261225,1
498832,20261226,1
499069,20270406,2
499069,20270101,2
499069,20270216,2
499069,20270311,2
499069,20270501,2
499069,20270624,2
499069,20270706,2
499069,20261101,2
499069,20261102,2
499069,20261224,2
499069,20261225,2
499069,20261226,2
499070,20270406,1
499070,20270101,1
499070,20270216,1
499070,20270311,1
499070,20270501,1
499070,20270624,1
499070,20270706,1
499070,20261101,1
499070,20261102,1
499070,20261224,1
499070,20261225,1
499070,20261226,1
500560,20270406,2
500560,20270101,2
500560,20270216,2
500560,20270311,2
500560,20270501,2
500560,20270624,2
500560,20270706,2
500560,20261101,2
500560,20261102,2
500560,20261224,2
500560,20261225,2
500560,20261226,2
500561,20270406,1
500561,20270101,1
500561,20270216,1
500561,20270311,1
500561,20270501,1
500561,20270624,1
500561,20270706,1
500561,20261101,1
500561,20261102,1
500561,20261224,1
500561,20261225,1
500561,20261226,1
498857,20270406,2
498857,20270101,2
498857,20270216,2
498857,20270311,2
498857,20270501,2
498857,20270624,2
498857,20270706,2
498857,20261101,2
498857,20261102,2
498857,20261224,2
498857,20261225,2
498857,20261226,2
498858,20270406,1
498858,20270101,1
498858,20270216,1
498858,20270311,1
498858,20270501,1
498858,20270624,1
498858,20270706,1
498858,20261101,1
498858,20261102,1
498858,20261224,1
498858,20261225,1
498858,20261226,1
498859,20270406,2
498859,20270101,2
498859,20270216,2
498859,20270311,2
498859,20270501,2
498859,20270624,2
498859,20270706,2
498859,20261101,2
498859,20261102,2
498859,20261224,2
498859,20261225,2
498859,20261226,2
498860,20270406,1
498860,20270101,1
498860,20270216,1
498860,20270311,1
498860,20270501,1
498860,20270624,1
498860,20270706,1
498860,20261101,1
498860,20261102,1
498860,20261224,1
498860,20261225,1
498860,20261226,1
498861,20270406,2
498861,20270101,2
498861,20270216,2
498861,20270311,2
498861,20270501,2
498861,20270624,2
498861,20270706,2
498861,20261101,2
498861,20261102,2
498861,20261224,2
498861,20261225,2
498861,20261226,2
498862,20270406,1
498862,20270101,1
498862,20270216,1
498862,20270311,1
498862,20270501,1
498862,20270624,1
498862,20270706,1
498862,20261101,1
498862,20261102,1
498862,20261224,1
498862,20261225,1
498862,20261226,1
498863,20270406,2
498863,20270101,2
498863,20270216,2
498863,20270311,2
498863,20270501,2
498863,20270624,2
498863,20270706,2
498863,20261101,2
498863,20261102,2
498863,20261224,2
498863,20261225,2
498863,20261226,2
498864,20270406,1
498864,20270101,1
498864,20270216,1
498864,20270311,1
498864,20270501,1
498864,20270624,1
498864,20270706,1
498864,20261101,1
498864,20261102,1
498864,20261224,1
498864,20261225,1
498864,20261226,1
503823,20270406,2
503823,20270101,2
503823,20270216,2
503823,20270311,2
503823,20270501,2
503823,20270624,2
503823,20270706,2
503823,20261101,2
503823,20261102,2
503823,20261224,2
503823,20261225,2
503823,20261226,2
503824,20270406,1
503824,20270101,1
503824,20270216,1
503824,20270311,1
503824,20270501,1
503824,20270624,1
503824,20270706,1
503824,20261101,1
503824,20261102,1
503824,20261224,1
503824,20261225,1
503824,20261226,1
501740,20270406,2
501740,20270101,2
501740,20270216,2
501740,20270311,2
501740,20270501,2
501740,20270624,2
501740,20270706,2
501740,20261101,2
501740,20261102,2
501740,20261224,2
501740,20261225,2
501740,20261226,2
