stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,platform_code
19209,,"Taugotiškių st.","link miesto",54.67230,25.37329,https://www.stops.lt/vilnius/index.html#stop/1454,,,
19026,,"Verkių st.","",54.71630,25.29436,https://www.stops.lt/vilnius/index.html#stop/0932,,,
10359,,"Vikingų slėnis","visos kryptys",54.65304,25.28045,https://www.stops.lt/vilnius/index.html#stop/1523,,,
19017,,"Žirmūnų paplūdimys","",54.72245,25.31195,https://www.stops.lt/vilnius/index.html#stop/1159,,,
18073,,"Plungės st.","",54.66163,25.14856,https://www.stops.lt/vilnius/index.html#stop/2929,,,
19193,,"J. Jasinskio st.","iš centro",54.68814,25.26451,https://www.stops.lt/vilnius/index.html#stop/0217a,,,
16307,,"Kairėnai","iš miesto",54.73719,25.40245,https://www.stops.lt/vilnius/index.html#stop/1029,,,
9481,,"Bališkės","link miesto",54.64632,25.09966,https://www.stops.lt/vilnius/index.html#stop/3904,,,
9482,,"Bališkės","iš miesto",54.64613,25.09864,https://www.stops.lt/vilnius/index.html#stop/3905,,,
18780,,"Žygio st.","link Gurių",54.70312,25.28761,https://www.stops.lt/vilnius/index.html#stop/0933,,,
19203,,"Versmių st.","visos kryptys",54.66828,25.37257,https://www.stops.lt/vilnius/index.html#stop/1456,,,
18768,,"2-asis paplūdimys","",54.74214,25.29471,https://www.stops.lt/vilnius/index.html#stop/3577,,,
19201,,"Versmių st.","link N.Vilnios",54.66793,25.37329,https://www.stops.lt/vilnius/index.html#stop/1410a,,,
19202,,"Versmių st.","link stoties",54.66813,25.37190,https://www.stops.lt/vilnius/index.html#stop/1409a,,,
16323,,"Mykolo Lietuvio st.","",54.74254,25.22692,https://www.stops.lt/vilnius/index.html#stop/3837,,,
1017,,"Antakalnio žiedas","visos kryptys, troleibusai",54.72291,25.31872,https://www.stops.lt/vilnius/index.html#stop/1118,,,
5483,,"Antakalnio žiedas","visos kryptys, autobusai",54.72232,25.31887,https://www.stops.lt/vilnius/index.html#stop/1118a,,,
5485,,"Antakalnio žiedas","visos kryptys",54.72274,25.31912,https://www.stops.lt/vilnius/index.html#stop/1118c,,,
5118,,"Antakalnis","link centro",54.71960,25.31724,https://www.stops.lt/vilnius/index.html#stop/1115,,,
6711,,"Antakalnis","iš centro",54.72106,25.31821,https://www.stops.lt/vilnius/index.html#stop/1116,,,
5095,,"Klinikų st.","iš centro",54.71125,25.31486,https://www.stops.lt/vilnius/index.html#stop/1110,,,
5096,,"Klinikų st.","link centro",54.71058,25.31437,https://www.stops.lt/vilnius/index.html#stop/1109,,,
5820,,"Leono Sapiegos st.","link centro",54.69630,25.30809,https://www.stops.lt/vilnius/index.html#stop/1103,,,
5826,,"Leono Sapiegos st.","iš centro",54.69697,25.30873,https://www.stops.lt/vilnius/index.html#stop/1104,,,
5819,,"Petro Vileišio st.","link centro",54.70165,25.30922,https://www.stops.lt/vilnius/index.html#stop/1105,,,
6702,,"Petro Vileišio st.","iš centro",54.70313,25.31002,https://www.stops.lt/vilnius/index.html#stop/1106,,,
5092,,"Šilo tiltas","iš centro",54.70545,25.31096,https://www.stops.lt/vilnius/index.html#stop/1108,,,
5818,,"Šilo tiltas","link centro",54.70447,25.31024,https://www.stops.lt/vilnius/index.html#stop/1107,,,
1035,,"Tverečiaus st.","link centro",54.71619,25.31646,https://www.stops.lt/vilnius/index.html#stop/1113,,,
5119,,"Tverečiaus st.","iš centro",54.71750,25.31659,https://www.stops.lt/vilnius/index.html#stop/1114,,,
5476,,"Lizdeikos st.","link Antakalnio",54.72728,25.31552,https://www.stops.lt/vilnius/index.html#stop/1121,,,
5490,,"Lizdeikos st.","link Žirmūnų",54.72720,25.31625,https://www.stops.lt/vilnius/index.html#stop/1132,,,
741,,"Nemenčinės plentas","link Saulėtekio",54.72278,25.32004,https://www.stops.lt/vilnius/index.html#stop/1119,,,
5117,,"Nemenčinės plentas","link centro",54.72385,25.32007,https://www.stops.lt/vilnius/index.html#stop/1117,,,
3566,,"Saulėtekis","link Nemenčinės",54.72719,25.32671,https://www.stops.lt/vilnius/index.html#stop/1021,,,
5103,,"Saulėtekis","link centro",54.72622,25.32482,https://www.stops.lt/vilnius/index.html#stop/1122,,,
5107,,"Gedimino technikos universitetas","iš centro",54.72385,25.33566,https://www.stops.lt/vilnius/index.html#stop/1003,,,
5116,,"Gedimino technikos universitetas","link centro",54.72412,25.33451,https://www.stops.lt/vilnius/index.html#stop/1002,,,
5104,,"Saulėtekis","iš centro",54.72624,25.32752,https://www.stops.lt/vilnius/index.html#stop/1001,,,
5105,,"Vilniaus universitetas","link Saulėtekio",54.72454,25.33199,https://www.stops.lt/vilnius/index.html#stop/1023,,,
6715,,"Vilniaus universitetas","link centro",54.72489,25.33134,https://www.stops.lt/vilnius/index.html#stop/1022,,,
5091,,"Šilo tiltas","link Šilo tilto",54.70519,25.31007,https://www.stops.lt/vilnius/index.html#stop/1129,,,
6886,,"Lyglaukiai","link centro",54.70277,25.35406,https://www.stops.lt/vilnius/index.html#stop/1126,,,
6880,,"Viršupis","link centro",54.69579,25.34397,https://www.stops.lt/vilnius/index.html#stop/1128,,,
4520,,"Bistryčios st.","iš centro",54.70840,25.33044,https://www.stops.lt/vilnius/index.html#stop/1130,,,
4521,,"Bistryčios st.","link Antakalnio",54.70839,25.32956,https://www.stops.lt/vilnius/index.html#stop/1131,,,
6720,,"Klinikų st.","link centro",54.71161,25.31573,https://www.stops.lt/vilnius/index.html#stop/1112,,,
6723,,"Klinikų st.","iš centro",54.71134,25.31669,https://www.stops.lt/vilnius/index.html#stop/1111,,,
1167,,"Žolyno st.","link centro",54.70782,25.33847,https://www.stops.lt/vilnius/index.html#stop/1125,,,
9755,,"Mileišiškės","link centro",54.71201,25.34315,https://www.stops.lt/vilnius/index.html#stop/2299,,,
9756,,"Mileišiškės","iš centro",54.71201,25.34400,https://www.stops.lt/vilnius/index.html#stop/2298,,,
9612,,"Mileišiškių sodai","iš centro",54.71312,25.34809,https://www.stops.lt/vilnius/index.html#stop/2399,,,
9613,,"Mileišiškių sodai","link centro",54.71297,25.34743,https://www.stops.lt/vilnius/index.html#stop/2400,,,
10530,,"Žilvičių st.","link centro",54.70684,25.38076,https://www.stops.lt/vilnius/index.html#stop/2297,,,
10531,,"Žilvičių st.","iš centro",54.70689,25.38114,https://www.stops.lt/vilnius/index.html#stop/2296,,,
17246,,"Saulės slėnis","iš centro",54.70241,25.32416,https://www.stops.lt/vilnius/index.html#stop/1143,,,
17248,,"Saulės slėnis","į centrą",54.70233,25.32467,https://www.stops.lt/vilnius/index.html#stop/1145,,,
17239,,"Šilo tiltas","iš centro",54.70488,25.31085,https://www.stops.lt/vilnius/index.html#stop/1139,,,
17241,,"Vinco Grybo st.","iš centro",54.70387,25.31720,https://www.stops.lt/vilnius/index.html#stop/1140,,,
17242,,"Vinco Grybo st.","į centrą",54.70401,25.31701,https://www.stops.lt/vilnius/index.html#stop/1141,,,
9608,,"Anapilio st.","link centro",54.70764,25.35853,https://www.stops.lt/vilnius/index.html#stop/2395,,,
9609,,"Anapilio st.","iš centro",54.70771,25.35840,https://www.stops.lt/vilnius/index.html#stop/2396,,,
9968,,"Sapieginės miškas","link N.Vilnios",54.71025,25.35687,https://www.stops.lt/vilnius/index.html#stop/1047,,,
9969,,"Sapieginės miškas","link centro",54.70983,25.35769,https://www.stops.lt/vilnius/index.html#stop/1048,,,
17889,,"Šilo st.","link centro",54.70037,25.34960,https://www.stops.lt/vilnius/index.html#stop/1127,,,
9675,,"Viršupio sodai","iš centro",54.71267,25.35319,https://www.stops.lt/vilnius/index.html#stop/2397,,,
9676,,"Viršupio sodai","link centro",54.71332,25.35260,https://www.stops.lt/vilnius/index.html#stop/2398,,,
11046,,"Vieversių st.","link centro",54.71065,25.32032,https://www.stops.lt/vilnius/index.html#stop/1136,,,
11047,,"Vieversių st.","iš centro",54.70983,25.32257,https://www.stops.lt/vilnius/index.html#stop/1137,,,
8266,,"Žolyno st.","iš centro",54.70782,25.33774,https://www.stops.lt/vilnius/index.html#stop/1134,,,
7189,,"Agrastų st.","iš miesto",54.62943,25.17703,https://www.stops.lt/vilnius/index.html#stop/5124,,,
7187,,"Margirio st.","link A.Panerių",54.61288,25.18688,https://www.stops.lt/vilnius/index.html#stop/5123,,,
7188,,"Margirio st.","iš miesto",54.61256,25.18706,https://www.stops.lt/vilnius/index.html#stop/5118,,,
7910,,"Chemijos st.","link miesto",54.62689,25.14704,https://www.stops.lt/vilnius/index.html#stop/2810a,,,
5747,,"Chemijos st.","link Galvės g.",54.62628,25.15099,https://www.stops.lt/vilnius/index.html#stop/2811,,,
5750,,"Prekybos st.","iš miesto",54.62063,25.15741,https://www.stops.lt/vilnius/index.html#stop/2813,,,
5751,,"Prekybos st.","link miesto",54.62128,25.15673,https://www.stops.lt/vilnius/index.html#stop/2812,,,
7180,,"Kazbėjų žiedas","visos kryptys",54.61660,25.13801,https://www.stops.lt/vilnius/index.html#stop/2822,,,
6449,,"Fermentų st.","link miesto",54.62471,25.14078,https://www.stops.lt/vilnius/index.html#stop/2801,,,
6450,,"Fermentų st.","iš miesto",54.62549,25.13989,https://www.stops.lt/vilnius/index.html#stop/2802,,,
6455,,"Kazbėjų st.","iš miesto",54.61584,25.14953,https://www.stops.lt/vilnius/index.html#stop/2807,,,
6456,,"Kazbėjų st.","link Galvės g.",54.61645,25.14909,https://www.stops.lt/vilnius/index.html#stop/2806,,,
6457,,"Slėnis","iš miesto",54.61215,25.15422,https://www.stops.lt/vilnius/index.html#stop/2808,,,
6458,,"Slėnis","link miesto",54.61227,25.15440,https://www.stops.lt/vilnius/index.html#stop/2809,,,
4531,,"Vytauto Andriaus Graičiūno st.","į miestą",54.60814,25.16000,https://www.stops.lt/vilnius/index.html#stop/2821,,,
6454,,"Vokės st.","link Baltosios Vokės",54.61923,25.14521,https://www.stops.lt/vilnius/index.html#stop/2805,,,
6469,,"Vokės st.","link Galvės g. I",54.61976,25.14492,https://www.stops.lt/vilnius/index.html#stop/2804,,,
9311,,"Kadugių st.","link Baltosios Vokės",54.62743,25.17996,https://www.stops.lt/vilnius/index.html#stop/2949,,,
9312,,"Kadugių st.","link Ž. Panerių",54.62674,25.18154,https://www.stops.lt/vilnius/index.html#stop/2950,,,
9308,,"Vasarotojų st.","link Baltosios Vokės",54.62322,25.19010,https://www.stops.lt/vilnius/index.html#stop/2947,,,
9310,,"Vasarotojų st.","link Ž. Panerių",54.62365,25.18902,https://www.stops.lt/vilnius/index.html#stop/2948,,,
9200,,"Baltoji Vokė","iš miesto",54.60365,25.19329,https://www.stops.lt/vilnius/index.html#stop/5111,,,
9201,,"Baltoji Vokė","link miesto",54.60240,25.19557,https://www.stops.lt/vilnius/index.html#stop/5110,,,
9726,,"Juodšilių st.","link Galvės g.",54.61669,25.16242,https://www.stops.lt/vilnius/index.html#stop/2814,,,
9727,,"Juodšilių st.","link Baltosios Vokės",54.61606,25.16298,https://www.stops.lt/vilnius/index.html#stop/2820,,,
9115,,"Fermentų st.","link miesto",54.62654,25.13932,https://www.stops.lt/vilnius/index.html#stop/2802a,,,
9298,,"Vilniaus Pergalė","link miesto",54.61410,25.15204,https://www.stops.lt/vilnius/index.html#stop/2823,,,
10577,,"Vilniaus Pergalė","iš miesto",54.61403,25.15191,https://www.stops.lt/vilnius/index.html#stop/2825,,,
16749,,"Vytauto Andriaus Graičiūno st.","iš miesto",54.60815,25.15942,https://www.stops.lt/vilnius/index.html#stop/2828,,,
9303,,"Zuikių st.","iš miesto",54.63242,25.19844,https://www.stops.lt/vilnius/index.html#stop/2946,,,
7080,,"1-osios Bukiškės","link Riešės",54.76356,25.20003,https://www.stops.lt/vilnius/index.html#stop/4902,,,
7082,,"2-osios Bukiškės","link centro",54.76309,25.19852,https://www.stops.lt/vilnius/index.html#stop/4901,,,
9970,,"Bajorų miškas","link Bajorų",54.75623,25.24332,https://www.stops.lt/vilnius/index.html#stop/2154,,,
9971,,"Bajorų miškas","link miesto",54.75626,25.24250,https://www.stops.lt/vilnius/index.html#stop/2155,,,
9693,,"Mokslininkų st.","link Bajorų",54.75445,25.24977,https://www.stops.lt/vilnius/index.html#stop/2150,,,
9694,,"Mokslininkų st.","link miesto",54.75454,25.24930,https://www.stops.lt/vilnius/index.html#stop/2149,,,
9815,,"Riaubonių st.","link Santariškių",54.75526,25.23294,https://www.stops.lt/vilnius/index.html#stop/2152,,,
15548,,"Bajorai","link Santariškių",54.75682,25.23783,https://www.stops.lt/vilnius/index.html#stop/2157,,,
15550,,"Šaulio st.","link Santariškių",54.75759,25.22938,https://www.stops.lt/vilnius/index.html#stop/2153,,,
15551,,"Šaulio st.","link Bukiškių",54.75772,25.22900,https://www.stops.lt/vilnius/index.html#stop/2158,,,
9496,,"Bajorai","link Santariškių",54.75673,25.23716,https://www.stops.lt/vilnius/index.html#stop/2148,,,
9053,,"Ragės st.","iš miesto",54.78495,25.35139,https://www.stops.lt/vilnius/index.html#stop/2261,,,
9054,,"Ragės st.","link miesto",54.78468,25.35194,https://www.stops.lt/vilnius/index.html#stop/2262,,,
16832,,"Žynių st.","į centrą",54.78168,25.35503,https://www.stops.lt/vilnius/index.html#stop/2270,,,
16870,,"Žynių st.","iš centro",54.78308,25.35433,https://www.stops.lt/vilnius/index.html#stop/2271,,,
9081,,"Balsių mokykla","iš miesto",54.78058,25.35980,https://www.stops.lt/vilnius/index.html#stop/2259,,,
17792,,"Aitvarų st.","į miestą",54.78674,25.36723,https://www.stops.lt/vilnius/index.html#stop/2169,,,
17131,,"Bubilo st.","į miestą",54.78356,25.36891,https://www.stops.lt/vilnius/index.html#stop/2166,,,
17133,,"Kryžiokų sodų st.","į miestą",54.77993,25.36615,https://www.stops.lt/vilnius/index.html#stop/2168,,,
9045,,"Austėjos st.","link miesto",54.77823,25.34554,https://www.stops.lt/vilnius/index.html#stop/2255,,,
9046,,"Austėjos st.","iš miesto",54.77817,25.34615,https://www.stops.lt/vilnius/index.html#stop/2256,,,
15113,,"Laimos st.","link miesto",54.77810,25.35586,https://www.stops.lt/vilnius/index.html#stop/2268,,,
15114,,"Laimos st.","iš miesto",54.77804,25.35628,https://www.stops.lt/vilnius/index.html#stop/2269,,,
9047,,"Žalčių st.","link miesto",54.77816,25.35174,https://www.stops.lt/vilnius/index.html#stop/2257,,,
9048,,"Žalčių st.","iš miesto",54.77804,25.35262,https://www.stops.lt/vilnius/index.html#stop/2258,,,
10551,,"Krakiškių sodai","iš miesto",54.80074,25.34014,https://www.stops.lt/vilnius/index.html#stop/2260,,,
10552,,"Krakiškių sodai","link miesto",54.80091,25.34074,https://www.stops.lt/vilnius/index.html#stop/2264,,,
17130,,"Užpalių st.","į miestą",54.78858,25.36426,https://www.stops.lt/vilnius/index.html#stop/2165,,,
17129,,"Žvorūnos st.","į miestą",54.78773,25.35966,https://www.stops.lt/vilnius/index.html#stop/2164,,,
8315,,"Balsiai","iš miesto",54.78618,25.34781,https://www.stops.lt/vilnius/index.html#stop/2222,,,
9798,,"Balsiai","link miesto",54.78604,25.34776,https://www.stops.lt/vilnius/index.html#stop/2263,,,
18370,,"Balsiai","link miesto",54.78544,25.34673,https://www.stops.lt/vilnius/index.html#stop/2221,,,
5822,,"Ateities st.","link Pašilaičių",54.73682,25.26515,https://www.stops.lt/vilnius/index.html#stop/2101,,,
5828,,"Ateities st.","link Kalvarijų g.",54.73707,25.26672,https://www.stops.lt/vilnius/index.html#stop/2002,,,
6640,,"Kalvarijos","link Baltupio g.",54.73933,25.27535,https://www.stops.lt/vilnius/index.html#stop/2112,,,
6633,,"Rugių st.","link Kalvarijų g.",54.73819,25.27044,https://www.stops.lt/vilnius/index.html#stop/5143,,,
6634,,"Rugių st.","link Geležinio Vilko g.",54.73801,25.26928,https://www.stops.lt/vilnius/index.html#stop/5142,,,
348,,"Ateities st.","link centro",54.73600,25.26599,https://www.stops.lt/vilnius/index.html#stop/2017,,,
5827,,"Ateities st.","įlaipinimas",54.73630,25.26656,https://www.stops.lt/vilnius/index.html#stop/2019,,,
6773,,"Ateities st.","link Santariškių",54.73750,25.26584,https://www.stops.lt/vilnius/index.html#stop/2102,,,
6776,,"Mokyklos st.","link centro",54.74535,25.26338,https://www.stops.lt/vilnius/index.html#stop/2103,,,
6777,,"Mokyklos st.","iš centro",54.74629,25.26375,https://www.stops.lt/vilnius/index.html#stop/2104,,,
5835,,"Baltupiai","iš centro",54.72758,25.27858,https://www.stops.lt/vilnius/index.html#stop/2010,,,
5833,,"Didlaukio st.","link centro",54.72903,25.26926,https://www.stops.lt/vilnius/index.html#stop/2008,,,
5834,,"Didlaukio st.","iš centro",54.72915,25.27162,https://www.stops.lt/vilnius/index.html#stop/2009,,,
6500,,"Jeruzalė","iš centro",54.74415,25.27788,https://www.stops.lt/vilnius/index.html#stop/2115,,,
6501,,"Jeruzalė","link centro",54.74295,25.27691,https://www.stops.lt/vilnius/index.html#stop/2114,,,
6497,,"Kalvarijos","link Santariškių",54.73997,25.27677,https://www.stops.lt/vilnius/index.html#stop/2113,,,
5836,,"Baltupiai","link centro",54.72688,25.28001,https://www.stops.lt/vilnius/index.html#stop/2011,,,
6487,,"Baltupiai","iš centro",54.72828,25.28013,https://www.stops.lt/vilnius/index.html#stop/2018,,,
6494,,"Kalvarijos","link centro",54.73854,25.27686,https://www.stops.lt/vilnius/index.html#stop/2003,,,
5839,,"Naujakiemio st.","link centro",54.72387,25.28144,https://www.stops.lt/vilnius/index.html#stop/2012,,,
5840,,"Naujakiemio st.","iš centro",54.72467,25.28114,https://www.stops.lt/vilnius/index.html#stop/2013,,,
6488,,"Pušynas","iš centro",54.73436,25.27891,https://www.stops.lt/vilnius/index.html#stop/2006,,,
6489,,"Pušynas","link centro",54.73328,25.27880,https://www.stops.lt/vilnius/index.html#stop/2007,,,
6491,,"Seminarija","iš centro",54.73702,25.27791,https://www.stops.lt/vilnius/index.html#stop/2004,,,
6492,,"Seminarija","link centro",54.73576,25.27801,https://www.stops.lt/vilnius/index.html#stop/2005,,,
6748,,"Buivydiškės","link centro",54.71687,25.19645,https://www.stops.lt/vilnius/index.html#stop/4402,,,
6749,,"Buivydiškės","iš centro",54.71735,25.19697,https://www.stops.lt/vilnius/index.html#stop/4403,,,
6751,,"Sodų st.","iš centro",54.72409,25.18789,https://www.stops.lt/vilnius/index.html#stop/4404,,,
6743,,"Tvenkinių st.","link centro",54.71065,25.20082,https://www.stops.lt/vilnius/index.html#stop/3403,,,
6746,,"Tvenkinių st.","iš centro",54.71104,25.20066,https://www.stops.lt/vilnius/index.html#stop/4401,,,
10280,,"Sidaronių st.","iš centro",54.70881,25.20298,https://www.stops.lt/vilnius/index.html#stop/3404,,,
10281,,"Sidaronių st.","link centro",54.70795,25.20358,https://www.stops.lt/vilnius/index.html#stop/3405,,,
16971,,"Vytauto Pociūno st.","iš centro",54.70395,25.20551,https://www.stops.lt/vilnius/index.html#stop/3406,,,
16973,,"Vytauto Pociūno st.","link centro",54.70496,25.20548,https://www.stops.lt/vilnius/index.html#stop/3407,,,
15558,,"Mėtų st.","",54.75899,25.22010,https://www.stops.lt/vilnius/index.html#stop/4910,,,
15561,,"Mėtų st.","",54.75930,25.21930,https://www.stops.lt/vilnius/index.html#stop/4911,,,
15202,,"Liepų st.","",54.76238,25.20977,https://www.stops.lt/vilnius/index.html#stop/4905,,,
15556,,"Aušros st.","",54.75959,25.20734,https://www.stops.lt/vilnius/index.html#stop/4907,,,
5378,,"Kalvarijų turgus","link centro",54.69931,25.28249,https://www.stops.lt/vilnius/index.html#stop/0703,,,
6843,,"Kalvarijų turgus","iš centro",54.70019,25.28301,https://www.stops.lt/vilnius/index.html#stop/0704,,,
5244,,"Žaliasis tiltas","link centro",54.69234,25.28003,https://www.stops.lt/vilnius/index.html#stop/0102,,,
5245,,"Žaliasis tiltas","iš centro",54.69236,25.28048,https://www.stops.lt/vilnius/index.html#stop/0101,,,
753,,"Europos aikštė","link Pilaitės",54.69564,25.27743,https://www.stops.lt/vilnius/index.html#stop/0104,,,
988,,"Lietuvos sąjūdžio kelias","link Pilaitės",54.69853,25.26650,https://www.stops.lt/vilnius/index.html#stop/0106,,,
6635,,"Lietuvos sąjūdžio kelias","link Žirmūnų",54.69825,25.26630,https://www.stops.lt/vilnius/index.html#stop/0105,,,
7381,,"Nacionalinė dailės galerija","link Žirmūnų",54.69671,25.27311,https://www.stops.lt/vilnius/index.html#stop/0113,,,
7382,,"Nacionalinė dailės galerija","link Pilaitės",54.69793,25.27003,https://www.stops.lt/vilnius/index.html#stop/0114,,,
7769,,"Šnipiškės","link Žalgirio g.",54.69983,25.26892,https://www.stops.lt/vilnius/index.html#stop/0115,,,
677,,"Lvivo st.","link centro",54.69457,25.28387,https://www.stops.lt/vilnius/index.html#stop/0110,,,
5667,,"Lvivo st.","link Žirmūnų",54.69448,25.28276,https://www.stops.lt/vilnius/index.html#stop/0109,,,
18697,,"Verslo trikampis","prieplauka",54.68544,25.25794,https://www.stops.lt/vilnius/index.html#stop/0252,,,
18871,,"Žaliasis tiltas","prieplauka",54.69118,25.27932,https://www.stops.lt/vilnius/index.html#stop/0230,,,
18505,,"Žvėryno tiltas","prieplauka",54.69091,25.25941,https://www.stops.lt/vilnius/index.html#stop/0240,,,
18693,,"Karaliaus Mindaugo tiltas","prieplauka",54.68866,25.28878,https://www.stops.lt/vilnius/index.html#stop/0442,,,
17638,,"Europos aikštė","link Žirmūnų",54.69528,25.27759,https://www.stops.lt/vilnius/index.html#stop/0103,,,
18695,,"Baltasis tiltas","prieplauka",54.69414,25.27107,https://www.stops.lt/vilnius/index.html#stop/0229,,,
3551,,"Alberto Goštauto st.","Nuo Žaliojo tilto",54.69288,25.27088,https://www.stops.lt/vilnius/index.html#stop/0222,,,
5539,,"Alberto Goštauto st.","link centro",54.69456,25.26747,https://www.stops.lt/vilnius/index.html#stop/0221,,,
5248,,"Operos ir baleto teatras","link Žaliojo tilto",54.69081,25.27732,https://www.stops.lt/vilnius/index.html#stop/0233,,,
5249,,"Operos ir baleto teatras","link Baltojo tilto",54.69123,25.27574,https://www.stops.lt/vilnius/index.html#stop/0232,,,
474,,"Gedimino prospektas","link Pedagoginio žiedo",54.68909,25.26261,https://www.stops.lt/vilnius/index.html#stop/0219,,,
5774,,"Gedimino prospektas","link Savanorių pr.",54.68894,25.26208,https://www.stops.lt/vilnius/index.html#stop/0220,,,
5459,,"Islandijos st.","link centro",54.68526,25.27821,https://www.stops.lt/vilnius/index.html#stop/0207a,,,A
5881,,"Jokūbo Jasinskio st.","link Senamiesčio",54.68812,25.26329,https://www.stops.lt/vilnius/index.html#stop/0218,,,
5937,,"Jokūbo Jasinskio st.","link Žvėryno",54.68828,25.26352,https://www.stops.lt/vilnius/index.html#stop/0217,,,
5936,,"Pamėnkalnio st.","link Žvėryno",54.68784,25.26659,https://www.stops.lt/vilnius/index.html#stop/0216,,,
6736,,"Juozo Tumo-Vaižganto st.","link Žaliojo tilto",54.68958,25.26922,https://www.stops.lt/vilnius/index.html#stop/0226,,,
5257,,"Kražių st.","link Gedimino pr.",54.69179,25.27091,https://www.stops.lt/vilnius/index.html#stop/0224,,,
5258,,"Kražių st.","link Žaliojo tilto",54.69172,25.27116,https://www.stops.lt/vilnius/index.html#stop/0225,,,
6356,,"Lukiškės","link Vašingtono a.",54.69090,25.27072,https://www.stops.lt/vilnius/index.html#stop/0231,,,
7663,,"Lukiškės","link J.Tumo-Vaižganto g.",54.69037,25.27231,https://www.stops.lt/vilnius/index.html#stop/0236,,,
5259,,"Vašingtono aikštė","šalia skvero",54.69160,25.26987,https://www.stops.lt/vilnius/index.html#stop/0223,,,
5334,,"Islandijos st.","link Žvėryno",54.68500,25.27641,https://www.stops.lt/vilnius/index.html#stop/0212c,,,C
5332,,"Pamėnkalnio st.","link Senamiesčio",54.68736,25.26934,https://www.stops.lt/vilnius/index.html#stop/0215,,,
5338,,"Islandijos st.","link stoties",54.68371,25.27701,https://www.stops.lt/vilnius/index.html#stop/0235d,,,D
5409,,"Vinco Kudirkos aikštė","link stoties",54.68871,25.27982,https://www.stops.lt/vilnius/index.html#stop/0211,,,
5492,,"Vinco Kudirkos aikštė","link Žaliojo tilto",54.68753,25.27980,https://www.stops.lt/vilnius/index.html#stop/0210,,,
5264,,"Juozo Tumo-Vaižganto st.","link Tauro kalno",54.68835,25.26799,https://www.stops.lt/vilnius/index.html#stop/0214,,,
848,,"Karaliaus Mindaugo tiltas","link Žaliojo tilto",54.68858,25.28741,https://www.stops.lt/vilnius/index.html#stop/0201,,,
10360,,"Gynėjų st.","link Pedagoginio žiedo",54.69349,25.26557,https://www.stops.lt/vilnius/index.html#stop/0227,,,
16553,,"Nepriklausomybės aikštė","iš centro",54.69099,25.25993,https://www.stops.lt/vilnius/index.html#stop/0238,,,
16772,,"Verslo trikampis","į centrą",54.68703,25.25946,https://www.stops.lt/vilnius/index.html#stop/0253,,,
16773,,"Verslo trikampis","iš centro",54.68664,25.25903,https://www.stops.lt/vilnius/index.html#stop/0254,,,
9004,,"Antano Tumėno st.","į centrą",54.69225,25.26124,https://www.stops.lt/vilnius/index.html#stop/0237,,,
9007,,"Nepriklausomybės aikštė","link Žaliojo tilto",54.69118,25.26026,https://www.stops.lt/vilnius/index.html#stop/0239,,,
18690,,"Islandijos st.","link centro",54.68486,25.27776,https://www.stops.lt/vilnius/index.html#stop/0208b,,,B
3572,,"Daniliškės","į miestą",54.60105,25.13817,https://www.stops.lt/vilnius/index.html#stop/3104,,,
16654,,"Degučių st.","link Pagirių",54.59214,25.15946,https://www.stops.lt/vilnius/index.html#stop/3116,,,
16655,,"Degučių st.","link miesto",54.59250,25.15804,https://www.stops.lt/vilnius/index.html#stop/3117,,,
16656,,"Jaunystės st.","link miesto",54.58863,25.16800,https://www.stops.lt/vilnius/index.html#stop/3118,,,
16657,,"Jaunystės st.","iš miesto",54.58795,25.16923,https://www.stops.lt/vilnius/index.html#stop/3119,,,
16751,,"Medkirčių st.","link miesto",54.59454,25.15251,https://www.stops.lt/vilnius/index.html#stop/3121,,,
16752,,"Medkirčių st.","iš miesto",54.59427,25.15290,https://www.stops.lt/vilnius/index.html#stop/3122,,,
16753,,"Vaidotų piliakalnis","iš miesto",54.58300,25.17922,https://www.stops.lt/vilnius/index.html#stop/3124,,,
16754,,"Vaidotų piliakalnis","link miesto",54.58346,25.17902,https://www.stops.lt/vilnius/index.html#stop/3123,,,
16658,,"Daniliškės","iš miesto",54.60088,25.13766,https://www.stops.lt/vilnius/index.html#stop/3120,,,
17153,,"Didieji Gulbinai","iš miesto",54.80316,25.29658,https://www.stops.lt/vilnius/index.html#stop/2285,,,
17150,,"Padvarės st.","iš miesto",54.79746,25.29563,https://www.stops.lt/vilnius/index.html#stop/2282,,,
17152,,"Padvarės st.","į miestą",54.79725,25.29527,https://www.stops.lt/vilnius/index.html#stop/2284,,,
17040,,"Pijų st.","iš miesto",54.79490,25.29333,https://www.stops.lt/vilnius/index.html#stop/2279,,,
17041,,"Pijų st.","į centrą",54.79480,25.29300,https://www.stops.lt/vilnius/index.html#stop/2280,,,
6179,,"Lazerių st.","visos kryptys",54.72949,25.37465,https://www.stops.lt/vilnius/index.html#stop/1012,,,
6180,,"Lazerių st.","link miesto",54.72956,25.37489,https://www.stops.lt/vilnius/index.html#stop/1013,,,
456,,"Galgiai","link miesto",54.72031,25.41133,https://www.stops.lt/vilnius/index.html#stop/4602,,,
6895,,"Gvazdikų st.","iš miesto",54.74315,25.39835,https://www.stops.lt/vilnius/index.html#stop/3528,,,
6896,,"Gvazdikų st.","link miesto",54.74366,25.39804,https://www.stops.lt/vilnius/index.html#stop/3527,,,
