service_id,date,exception_type
508409,20270406,1
508409,20270101,1
508409,20270216,1
508409,20270311,1
508409,20270501,1
508409,20270624,1
508409,20270706,1
508409,20270815,1
508409,20261101,1
508409,20261102,1
508409,20261224,1
508409,20261225,1
508409,20261226,1
507997,20270406,1
507997,20270101,1
507997,20270216,1
507997,20270311,1
507997,20270501,1
507997,20270624,1
507997,20270706,1
507997,20270815,1
507997,20261101,1
507997,20261102,1
507997,20261224,1
507997,20261225,1
507997,20261226,1
507434,20270406,2
507434,20270101,2
507434,20270216,2
507434,20270311,2
507434,20270501,2
507434,20270624,2
507434,20270706,2
507434,20270815,2
507434,20261101,2
507434,20261102,2
507434,20261224,2
507434,20261225,2
507434,20261226,2
507435,20270406,1
507435,20270101,1
507435,20270216,1
507435,20270311,1
507435,20270501,1
507435,20270624,1
507435,20270706,1
507435,20270815,1
507435,20261101,1
507435,20261102,1
507435,20261224,1
507435,20261225,1
507435,20261226,1
508125,20270406,2
508125,20270101,2
508125,20270216,2
508125,20270311,2
508125,20270501,2
508125,20270624,2
508125,20270706,2
508125,20270815,2
508125,20261101,2
508125,20261102,2
508125,20261224,2
508125,20261225,2
508125,20261226,2
508126,20270406,1
508126,20270101,1
508126,20270216,1
508126,20270311,1
508126,20270501,1
508126,20270624,1
508126,20270706,1
508126,20270815,1
508126,20261101,1
508126,20261102,1
508126,20261224,1
508126,20261225,1
508126,20261226,1
507797,20270406,1
507797,20270101,1
507797,20270216,1
507797,20270311,1
507797,20270501,1
507797,20270624,1
507797,20270706,1
507797,20270815,1
507797,20261101,1
507797,20261102,1
507797,20261224,1
507797,20261225,1
507797,20261226,1
507796,20270406,2
507796,20270101,2
507796,20270216,2
507796,20270311,2
507796,20270501,2
507796,20270624,2
507796,20270706,2
507796,20270815,2
507796,20261101,2
507796,20261102,2
507796,20261224,2
507796,20261225,2
507796,20261226,2
507800,20270406,2
507800,20270101,2
507800,20270216,2
507800,20270311,2
507800,20270501,2
507800,20270624,2
507800,20270706,2
507800,20270815,2
507800,20261101,2
507800,20261102,2
507800,20261224,2
507800,20261225,2
507800,20261226,2
508549,20270406,2
508549,20270101,2
508549,20270216,2
508549,20270311,2
508549,20270501,2
508549,20270624,2
508549,20270706,2
508549,20270815,2
508549,20261101,2
508549,20261102,2
508549,20261224,2
508549,20261225,2
508549,20261226,2
507885,20270406,1
507885,20270101,1
507885,20270216,1
507885,20270311,1
507885,20270501,1
507885,20270624,1
507885,20270706,1
507885,20270815,1
507885,20261101,1
507885,20261102,1
507885,20261224,1
507885,20261225,1
507885,20261226,1
507886,20270406,2
507886,20270101,2
507886,20270216,2
507886,20270311,2
507886,20270501,2
507886,20270624,2
507886,20270706,2
507886,20270815,2
507886,20261101,2
507886,20261102,2
507886,20261224,2
507886,20261225,2
507886,20261226,2
507798,20270406,2
507798,20270101,2
507798,20270216,2
507798,20270311,2
507798,20270501,2
507798,20270624,2
507798,20270706,2
507798,20270815,2
507798,20261101,2
507798,20261102,2
507798,20261224,2
507798,20261225,2
507798,20261226,2
507799,20270406,1
507799,20270101,1
507799,20270216,1
507799,20270311,1
507799,20270501,1
507799,20270624,1
507799,20270706,1
507799,20270815,1
507799,20261101,1
507799,20261102,1
507799,20261224,1
507799,20261225,1
507799,20261226,1
507887,20270406,2
507887,20270101,2
507887,20270216,2
507887,20270311,2
507887,20270501,2
507887,20270624,2
507887,20270706,2
507887,20270815,2
507887,20261101,2
507887,20261102,2
507887,20261224,2
507887,20261225,2
507887,20261226,2
507888,20270406,1
507888,20270101,1
507888,20270216,1
507888,20270311,1
507888,20270501,1
507888,20270624,1
507888,20270706,1
507888,20270815,1
507888,20261101,1
507888,20261102,1
507888,20261224,1
507888,20261225,1
507888,20261226,1
507790,20270406,2
507790,20270101,2
507790,20270216,2
507790,20270311,2
507790,20270501,2
507790,20270624,2
507790,20270706,2
507790,20270815,2
507790,20261101,2
507790,20261102,2
507790,20261224,2
507790,20261225,2
507790,20261226,2
507791,20270406,1
507791,20270101,1
507791,20270216,1
507791,20270311,1
507791,20270501,1
507791,20270624,1
507791,20270706,1
507791,20270815,1
507791,20261101,1
507791,20261102,1
507791,20261224,1
507791,20261225,1
507791,20261226,1
507801,20270406,1
507801,20270101,1
507801,20270216,1
507801,20270311,1
507801,20270501,1
507801,20270624,1
507801,20270706,1
507801,20270815,1
507801,20261101,1
507801,20261102,1
507801,20261224,1
507801,20261225,1
507801,20261226,1
507432,20270406,2
507432,20270101,2
507432,20270216,2
507432,20270311,2
507432,20270501,2
507432,20270624,2
507432,20270706,2
507432,20270815,2
507432,20261101,2
507432,20261102,2
507432,20261224,2
507432,20261225,2
507432,20261226,2
507433,20270406,1
507433,20270101,1
507433,20270216,1
507433,20270311,1
507433,20270501,1
507433,20270624,1
507433,20270706,1
507433,20270815,1
507433,20261101,1
507433,20261102,1
507433,20261224,1
507433,20261225,1
507433,20261226,1
507803,20270406,1
507803,20270101,1
507803,20270216,1
507803,20270311,1
507803,20270501,1
507803,20270624,1
507803,20270706,1
507803,20270815,1
507803,20261101,1
507803,20261102,1
507803,20261224,1
507803,20261225,1
507803,20261226,1
507802,20270406,2
507802,20270101,2
507802,20270216,2
507802,20270311,2
507802,20270501,2
507802,20270624,2
507802,20270706,2
507802,20270815,2
507802,20261101,2
507802,20261102,2
507802,20261224,2
507802,20261225,2
507802,20261226,2
507792,20270406,2
507792,20270101,2
507792,20270216,2
507792,20270311,2
507792,20270501,2
507792,20270624,2
507792,20270706,2
507792,20270815,2
507792,20261101,2
507792,20261102,2
507792,20261224,2
507792,20261225,2
507792,20261226,2
507793,20270406,1
507793,20270101,1
507793,20270216,1
507793,20270311,1
507793,20270501,1
507793,20270624,1
507793,20270706,1
507793,20270815,1
507793,20261101,1
507793,20261102,1
507793,20261224,1
507793,20261225,1
507793,20261226,1
507794,20270406,2
507794,20270101,2
507794,20270216,2
507794,20270311,2
507794,20270501,2
507794,20270624,2
507794,20270706,2
507794,20270815,2
507794,20261101,2
507794,20261102,2
507794,20261224,2
507794,20261225,2
507794,20261226,2
507795,20270406,1
507795,20270101,1
507795,20270216,1
507795,20270311,1
507795,20270501,1
507795,20270624,1
507795,20270706,1
507795,20270815,1
507795,20261101,1
507795,20261102,1
507795,20261224,1
507795,20261225,1
507795,20261226,1
507436,20270406,2
507436,20270101,2
507436,20270216,2
507436,20270311,2
507436,20270501,2
507436,20270624,2
507436,20270706,2
507436,20270815,2
507436,20261101,2
507436,20261102,2
507436,20261224,2
507436,20261225,2
507436,20261226,2
507437,20270406,1
507437,20270101,1
507437,20270216,1
507437,20270311,1
507437,20270501,1
507437,20270624,1
507437,20270706,1
507437,20270815,1
507437,20261101,1
507437,20261102,1
507437,20261224,1
507437,20261225,1
507437,20261226,1
507804,20270406,2
507804,20270101,2
507804,20270216,2
507804,20270311,2
507804,20270501,2
507804,20270624,2
507804,20270706,2
507804,20270815,2
507804,20261101,2
507804,20261102,2
507804,20261224,2
507804,20261225,2
507804,20261226,2
507805,20270406,1
507805,20270101,1
507805,20270216,1
507805,20270311,1
507805,20270501,1
507805,20270624,1
507805,20270706,1
507805,20270815,1
507805,20261101,1
507805,20261102,1
507805,20261224,1
507805,20261225,1
507805,20261226,1
507807,20270406,1
507807,20270101,1
507807,20270216,1
507807,20270311,1
507807,20270501,1
507807,20270624,1
507807,20270706,1
507807,20270815,1
507807,20261101,1
507807,20261102,1
507807,20261224,1
507807,20261225,1
507807,20261226,1
507806,20270406,2
507806,20270101,2
507806,20270216,2
507806,20270311,2
507806,20270501,2
507806,20270624,2
507806,20270706,2
507806,20270815,2
507806,20261101,2
507806,20261102,2
507806,20261224,2
507806,20261225,2
507806,20261226,2
507808,20270406,2
507808,20270101,2
507808,20270216,2
507808,20270311,2
507808,20270501,2
507808,20270624,2
507808,20270706,2
507808,20270815,2
507808,20261101,2
507808,20261102,2
507808,20261224,2
507808,20261225,2
507808,20261226,2
507809,20270406,1
507809,20270101,1
507809,20270216,1
507809,20270311,1
507809,20270501,1
507809,20270624,1
507809,20270706,1
507809,20270815,1
507809,20261101,1
507809,20261102,1
507809,20261224,1
507809,20261225,1
507809,20261226,1
507438,20270406,2
507438,20270101,2
507438,20270216,2
507438,20270311,2
507438,20270501,2
507438,20270624,2
507438,20270706,2
507438,20270815,2
507438,20261101,2
507438,20261102,2
507438,20261224,2
507438,20261225,2
507438,20261226,2
507439,20270406,1
507439,20270101,1
507439,20270216,1
507439,20270311,1
507439,20270501,1
507439,20270624,1
507439,20270706,1
507439,20270815,1
507439,20261101,1
507439,20261102,1
507439,20261224,1
507439,20261225,1
507439,20261226,1
507810,20270406,2
507810,20270101,2
507810,20270216,2
507810,20270311,2
507810,20270501,2
507810,20270624,2
507810,20270706,2
507810,20270815,2
507810,20261101,2
507810,20261102,2
507810,20261224,2
507810,20261225,2
507810,20261226,2
507811,20270406,1
507811,20270101,1
507811,20270216,1
507811,20270311,1
507811,20270501,1
507811,20270624,1
507811,20270706,1
507811,20270815,1
507811,20261101,1
507811,20261102,1
507811,20261224,1
507811,20261225,1
507811,20261226,1
507812,20270406,2
507812,20270101,2
507812,20270216,2
507812,20270311,2
507812,20270501,2
507812,20270624,2
507812,20270706,2
507812,20270815,2
507812,20261101,2
507812,20261102,2
507812,20261224,2
507812,20261225,2
507812,20261226,2
507440,20270406,2
507440,20270101,2
507440,20270216,2
507440,20270311,2
507440,20270501,2
507440,20270624,2
507440,20270706,2
507440,20270815,2
507440,20261101,2
507440,20261102,2
507440,20261224,2
507440,20261225,2
507440,20261226,2
507441,20270406,1
507441,20270101,1
507441,20270216,1
507441,20270311,1
507441,20270501,1
507441,20270624,1
507441,20270706,1
507441,20270815,1
507441,20261101,1
507441,20261102,1
507441,20261224,1
507441,20261225,1
507441,20261226,1
507442,20270406,2
507442,20270101,2
507442,20270216,2
507442,20270311,2
507442,20270501,2
507442,20270624,2
507442,20270706,2
507442,20270815,2
507442,20261101,2
507442,20261102,2
507442,20261224,2
507442,20261225,2
507442,20261226,2
507443,20270406,1
507443,20270101,1
507443,20270216,1
507443,20270311,1
507443,20270501,1
507443,20270624,1
507443,20270706,1
507443,20270815,1
507443,20261101,1
507443,20261102,1
507443,20261224,1
507443,20261225,1
507443,20261226,1
507444,20270406,2
507444,20270101,2
507444,20270216,2
507444,20270311,2
507444,20270501,2
507444,20270624,2
507444,20270706,2
507444,20270815,2
507444,20261101,2
507444,20261102,2
507444,20261224,2
507444,20261225,2
507444,20261226,2
507445,20270406,1
507445,20270101,1
507445,20270216,1
507445,20270311,1
507445,20270501,1
507445,20270624,1
507445,20270706,1
507445,20270815,1
507445,20261101,1
507445,20261102,1
507445,20261224,1
507445,20261225,1
507445,20261226,1
507813,20270406,1
507813,20270101,1
507813,20270216,1
507813,20270311,1
507813,20270501,1
507813,20270624,1
507813,20270706,1
507813,20270815,1
507813,20261101,1
507813,20261102,1
507813,20261224,1
507813,20261225,1
507813,20261226,1
507814,20270406,2
507814,20270101,2
507814,20270216,2
507814,20270311,2
507814,20270501,2
507814,20270624,2
507814,20270706,2
507814,20270815,2
507814,20261101,2
507814,20261102,2
507814,20261224,2
507814,20261225,2
507814,20261226,2
507815,20270406,1
507815,20270101,1
507815,20270216,1
507815,20270311,1
507815,20270501,1
507815,20270624,1
507815,20270706,1
507815,20270815,1
507815,20261101,1
507815,20261102,1
507815,20261224,1
507815,20261225,1
507815,20261226,1
507817,20270406,1
507817,20270101,1
507817,20270216,1
507817,20270311,1
507817,20270501,1
507817,20270624,1
507817,20270706,1
507817,20270815,1
507817,20261101,1
507817,20261102,1
507817,20261224,1
507817,20261225,1
507817,20261226,1
507816,20270406,2
507816,20270101,2
507816,20270216,2
507816,20270311,2
507816,20270501,2
507816,20270624,2
507816,20270706,2
507816,20270815,2
507816,20261101,2
507816,20261102,2
507816,20261224,2
507816,20261225,2
507816,20261226,2
507881,20270406,1
507881,20270101,1
507881,20270216,1
507881,20270311,1
507881,20270501,1
507881,20270624,1
507881,20270706,1
507881,20270815,1
507881,20261101,1
507881,20261102,1
507881,20261224,1
507881,20261225,1
507881,20261226,1
507880,20270406,2
507880,20270101,2
507880,20270216,2
507880,20270311,2
507880,20270501,2
507880,20270624,2
507880,20270706,2
507880,20270815,2
507880,20261101,2
507880,20261102,2
507880,20261224,2
507880,20261225,2
507880,20261226,2
507446,20270406,2
507446,20270101,2
507446,20270216,2
507446,20270311,2
507446,20270501,2
507446,20270624,2
507446,20270706,2
507446,20270815,2
507446,20261101,2
507446,20261102,2
507446,20261224,2
507446,20261225,2
507446,20261226,2
507447,20270406,1
507447,20270101,1
507447,20270216,1
507447,20270311,1
507447,20270501,1
507447,20270624,1
507447,20270706,1
507447,20270815,1
507447,20261101,1
507447,20261102,1
507447,20261224,1
507447,20261225,1
507447,20261226,1
507998,20270406,2
507998,20270101,2
507998,20270216,2
507998,20270311,2
507998,20270501,2
507998,20270624,2
507998,20270706,2
507998,20270815,2
507998,20261101,2
507998,20261102,2
507998,20261224,2
507998,20261225,2
507998,20261226,2
507999,20270406,1
507999,20270101,1
507999,20270216,1
507999,20270311,1
507999,20270501,1
507999,20270624,1
507999,20270706,1
507999,20270815,1
507999,20261101,1
507999,20261102,1
507999,20261224,1
507999,20261225,1
507999,20261226,1
507515,20270406,1
507515,20270101,1
507515,20270216,1
507515,20270311,1
507515,20270501,1
507515,20270624,1
507515,20270706,1
507515,20270815,1
507515,20261101,1
507515,20261102,1
507515,20261224,1
507515,20261225,1
507515,20261226,1
507514,20270406,2
507514,20270101,2
507514,20270216,2
507514,20270311,2
507514,20270501,2
507514,20270624,2
507514,20270706,2
507514,20270815,2
507514,20261101,2
507514,20261102,2
507514,20261224,2
507514,20261225,2
507514,20261226,2
507818,20270406,2
507818,20270101,2
507818,20270216,2
507818,20270311,2
507818,20270501,2
507818,20270624,2
507818,20270706,2
507818,20270815,2
507818,20261101,2
507818,20261102,2
507818,20261224,2
507818,20261225,2
507818,20261226,2
507819,20270406,1
507819,20270101,1
507819,20270216,1
507819,20270311,1
507819,20270501,1
507819,20270624,1
507819,20270706,1
507819,20270815,1
507819,20261101,1
507819,20261102,1
507819,20261224,1
507819,20261225,1
507819,20261226,1
507820,20270406,2
507820,20270101,2
507820,20270216,2
507820,20270311,2
507820,20270501,2
507820,20270624,2
507820,20270706,2
507820,20270815,2
507820,20261101,2
507820,20261102,2
507820,20261224,2
507820,20261225,2
507820,20261226,2
507821,20270406,1
507821,20270101,1
507821,20270216,1
507821,20270311,1
507821,20270501,1
507821,20270624,1
507821,20270706,1
507821,20270815,1
507821,20261101,1
507821,20261102,1
507821,20261224,1
507821,20261225,1
507821,20261226,1
507448,20270406,2
507448,20270101,2
507448,20270216,2
507448,20270311,2
507448,20270501,2
507448,20270624,2
507448,20270706,2
507448,20270815,2
507448,20261101,2
507448,20261102,2
507448,20261224,2
507448,20261225,2
507448,20261226,2
507449,20270406,1
507449,20270101,1
507449,20270216,1
507449,20270311,1
507449,20270501,1
507449,20270624,1
507449,20270706,1
507449,20270815,1
507449,20261101,1
507449,20261102,1
507449,20261224,1
507449,20261225,1
507449,20261226,1
507822,20270406,2
507822,20270101,2
507822,20270216,2
507822,20270311,2
507822,20270501,2
507822,20270624,2
507822,20270706,2
507822,20270815,2
507822,20261101,2
507822,20261102,2
507822,20261224,2
507822,20261225,2
507822,20261226,2
507823,20270406,1
507823,20270101,1
507823,20270216,1
507823,20270311,1
507823,20270501,1
507823,20270624,1
507823,20270706,1
507823,20270815,1
507823,20261101,1
507823,20261102,1
507823,20261224,1
507823,20261225,1
507823,20261226,1
476335,20261101,2
476335,20261102,2
507450,20270406,2
507450,20270101,2
507450,20270216,2
507450,20270311,2
507450,20270501,2
507450,20270624,2
507450,20270706,2
507450,20270815,2
507450,20261101,2
507450,20261102,2
507450,20261224,2
507450,20261225,2
507450,20261226,2
507451,20270406,1
507451,20270101,1
507451,20270216,1
507451,20270311,1
507451,20270501,1
507451,20270624,1
507451,20270706,1
507451,20270815,1
507451,20261101,1
507451,20261102,1
507451,20261224,1
507451,20261225,1
507451,20261226,1
507824,20270406,2
507824,20270101,2
507824,20270216,2
507824,20270311,2
507824,20270501,2
507824,20270624,2
507824,20270706,2
507824,20270815,2
507824,20261101,2
507824,20261102,2
507824,20261224,2
507824,20261225,2
507824,20261226,2
507825,20270406,1
507825,20270101,1
507825,20270216,1
507825,20270311,1
507825,20270501,1
507825,20270624,1
507825,20270706,1
507825,20270815,1
507825,20261101,1
507825,20261102,1
507825,20261224,1
507825,20261225,1
507825,20261226,1
507882,20270406,2
507882,20270101,2
507882,20270216,2
507882,20270311,2
507882,20270501,2
507882,20270624,2
507882,20270706,2
507882,20270815,2
507882,20261101,2
507882,20261102,2
507882,20261224,2
507882,20261225,2
507882,20261226,2
507883,20270406,1
507883,20270101,1
507883,20270216,1
507883,20270311,1
507883,20270501,1
507883,20270624,1
507883,20270706,1
507883,20270815,1
507883,20261101,1
507883,20261102,1
507883,20261224,1
507883,20261225,1
507883,20261226,1
507826,20270406,2
507826,20270101,2
507826,20270216,2
507826,20270311,2
507826,20270501,2
507826,20270624,2
507826,20270706,2
507826,20270815,2
507826,20261101,2
507826,20261102,2
507826,20261224,2
507826,20261225,2
507826,20261226,2
507827,20270406,1
507827,20270101,1
507827,20270216,1
507827,20270311,1
507827,20270501,1
507827,20270624,1
507827,20270706,1
507827,20270815,1
507827,20261101,1
507827,20261102,1
507827,20261224,1
507827,20261225,1
507827,20261226,1
507516,20270406,2
507516,20270101,2
507516,20270216,2
507516,20270311,2
507516,20270501,2
507516,20270624,2
507516,20270706,2
507516,20270815,2
507516,20261101,2
507516,20261102,2
507516,20261224,2
507516,20261225,2
507516,20261226,2
507517,20270406,1
507517,20270101,1
507517,20270216,1
507517,20270311,1
507517,20270501,1
507517,20270624,1
507517,20270706,1
507517,20270815,1
507517,20261101,1
507517,20261102,1
507517,20261224,1
507517,20261225,1
507517,20261226,1
507828,20270406,2
507828,20270101,2
507828,20270216,2
507828,20270311,2
507828,20270501,2
507828,20270624,2
507828,20270706,2
507828,20270815,2
507828,20261101,2
507828,20261102,2
507828,20261224,2
507828,20261225,2
507828,20261226,2
507829,20270406,1
507829,20270101,1
507829,20270216,1
507829,20270311,1
507829,20270501,1
507829,20270624,1
507829,20270706,1
507829,20270815,1
507829,20261101,1
507829,20261102,1
507829,20261224,1
507829,20261225,1
507829,20261226,1
507830,20270406,2
507830,20270101,2
507830,20270216,2
507830,20270311,2
507830,20270501,2
507830,20270624,2
507830,20270706,2
507830,20270815,2
507830,20261101,2
507830,20261102,2
507830,20261224,2
507830,20261225,2
507830,20261226,2
507831,20270406,1
507831,20270101,1
507831,20270216,1
507831,20270311,1
507831,20270501,1
507831,20270624,1
507831,20270706,1
507831,20270815,1
507831,20261101,1
507831,20261102,1
507831,20261224,1
507831,20261225,1
507831,20261226,1
507832,20270406,2
507832,20270101,2
507832,20270216,2
507832,20270311,2
507832,20270501,2
507832,20270624,2
507832,20270706,2
507832,20270815,2
507832,20261101,2
507832,20261102,2
507832,20261224,2
507832,20261225,2
507832,20261226,2
507833,20270406,1
507833,20270101,1
507833,20270216,1
507833,20270311,1
507833,20270501,1
507833,20270624,1
507833,20270706,1
507833,20270815,1
507833,20261101,1
507833,20261102,1
507833,20261224,1
507833,20261225,1
507833,20261226,1
507876,20270406,2
507876,20270101,2
507876,20270216,2
507876,20270311,2
507876,20270501,2
507876,20270624,2
507876,20270706,2
507876,20270815,2
507876,20261101,2
507876,20261102,2
507876,20261224,2
507876,20261225,2
507876,20261226,2
507877,20270406,1
507877,20270101,1
507877,20270216,1
507877,20270311,1
507877,20270501,1
507877,20270624,1
507877,20270706,1
507877,20270815,1
507877,20261101,1
507877,20261102,1
507877,20261224,1
507877,20261225,1
507877,20261226,1
507834,20270406,2
507834,20270101,2
507834,20270216,2
507834,20270311,2
507834,20270501,2
507834,20270624,2
507834,20270706,2
507834,20270815,2
507834,20261101,2
